_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,geometry
1,GO-2004111878,1073106000000,2004,January,3,Saturday,3,D53,Other,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.39282836088456,43.68502644145238,"{""coordinates"": [[-79.3928283609999, 43.685026441]], ""type"": ""MultiPoint""}"
2,GO-2004125755,1073538000000,2004,January,8,Thursday,8,D42,Shooting,142,Woburn North (142),137,Woburn (137),-79.2338520249659,43.78178169646291,"{""coordinates"": [[-79.233852025, 43.781781696]], ""type"": ""MultiPoint""}"
3,GO-2004136086,1073538000000,2004,January,8,Thursday,8,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.20557418363322,43.810544206016885,"{""coordinates"": [[-79.205574184, 43.810544206]], ""type"": ""MultiPoint""}"
4,GO-2004148623,1075006800000,2004,January,25,Sunday,25,D13,Shooting,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.43438732575322,43.6704670208731,"{""coordinates"": [[-79.434387326, 43.670467021]], ""type"": ""MultiPoint""}"
5,GO-2004148619,1075006800000,2004,January,25,Sunday,25,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.20495811389637,43.822996573235365,"{""coordinates"": [[-79.204958114, 43.8229965730001]], ""type"": ""MultiPoint""}"
6,GO-2004152518,1077253200000,2004,February,20,Friday,51,D31,Stabbing,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50860954401533,43.72085664643957,"{""coordinates"": [[-79.508609544, 43.7208566460001]], ""type"": ""MultiPoint""}"
7,GO-2004152518,1077253200000,2004,February,20,Friday,51,D31,Stabbing,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50860954401533,43.72085664643957,"{""coordinates"": [[-79.508609544, 43.7208566460001]], ""type"": ""MultiPoint""}"
8,GO-2004172092,1077339600000,2004,February,21,Saturday,52,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50897064442438,43.72238194643954,"{""coordinates"": [[-79.508970644, 43.722381946]], ""type"": ""MultiPoint""}"
9,GO-2004133635,1077339600000,2004,February,21,Saturday,52,D23,Other,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.59285006484198,43.74312897035097,"{""coordinates"": [[-79.5928500649999, 43.74312897]], ""type"": ""MultiPoint""}"
10,GO-2004301868,1078290000000,2004,March,3,Wednesday,63,D54,Shooting,058,Old East York (58),058,Old East York (58),-79.32876583459874,43.69593780709113,"{""coordinates"": [[-79.328765835, 43.6959378070001]], ""type"": ""MultiPoint""}"
11,GO-2004218585,1078290000000,2004,March,3,Wednesday,63,D42,Shooting,129,Agincourt North (129),129,Agincourt North (129),-79.26649114007334,43.80803136000409,"{""coordinates"": [[-79.26649114, 43.80803136]], ""type"": ""MultiPoint""}"
12,GO-2004218803,1078290000000,2004,March,3,Wednesday,63,D42,Shooting,144,Morningside Heights (144),131,Rouge (131),-79.22756998043829,43.81633346997617,"{""coordinates"": [[-79.2275699799999, 43.8163334700001]], ""type"": ""MultiPoint""}"
13,GO-2004200779,1078376400000,2004,March,4,Thursday,64,D41,Shooting,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.28672506823307,43.70010001279945,"{""coordinates"": [[-79.286725068, 43.700100013]], ""type"": ""MultiPoint""}"
14,GO-2004229133,1079154000000,2004,March,13,Saturday,73,D41,Stabbing,142,Woburn North (142),137,Woburn (137),-79.24165122639911,43.767960091506254,"{""coordinates"": [[-79.241651226, 43.7679600920001]], ""type"": ""MultiPoint""}"
15,GO-2004219659,1079586000000,2004,March,18,Thursday,78,D53,Other,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.42747739835839,43.70972326523202,"{""coordinates"": [[-79.427477398, 43.709723265]], ""type"": ""MultiPoint""}"
16,GO-2004219687,1080104400000,2004,March,24,Wednesday,84,D42,Other,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.22523617460678,43.75982960503854,"{""coordinates"": [[-79.225236175, 43.759829605]], ""type"": ""MultiPoint""}"
17,GO-2004256410,1080795600000,2004,April,1,Thursday,92,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.37100285365003,43.65829659740034,"{""coordinates"": [[-79.371002854, 43.6582965970001]], ""type"": ""MultiPoint""}"
18,GO-2004250857,1081828800000,2004,April,13,Tuesday,104,D23,Shooting,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),-79.55055137092882,43.725094922782766,"{""coordinates"": [[-79.550551371, 43.725094923]], ""type"": ""MultiPoint""}"
19,GO-2004350484,1083384000000,2004,May,1,Saturday,122,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.57924817261214,43.735265076797354,"{""coordinates"": [[-79.5792481729999, 43.7352650770001]], ""type"": ""MultiPoint""}"
20,GO-2004311851,1084593600000,2004,May,15,Saturday,136,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51874191355783,43.769231885658456,"{""coordinates"": [[-79.518741914, 43.7692318860001]], ""type"": ""MultiPoint""}"
21,GO-2004311870,1084939200000,2004,May,19,Wednesday,140,D22,Stabbing,020,Alderwood (20),020,Alderwood (20),-79.54413342613461,43.594335171479834,"{""coordinates"": [[-79.544133426, 43.5943351710001]], ""type"": ""MultiPoint""}"
22,GO-2004374908,1085025600000,2004,May,20,Thursday,141,D13,Other,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4570370392729,43.710157754867204,"{""coordinates"": [[-79.4570370389999, 43.7101577550001]], ""type"": ""MultiPoint""}"
23,GO-2004408720,1085112000000,2004,May,21,Friday,142,D23,Other,003,Thistletown-Beaumond Heights (3),003,Thistletown-Beaumond Heights (3),-79.57796047343821,43.7368201752466,"{""coordinates"": [[-79.5779604729999, 43.736820175]], ""type"": ""MultiPoint""}"
24,GO-2004374867,1085112000000,2004,May,21,Friday,142,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36300135983919,43.66008969919346,"{""coordinates"": [[-79.3630013599999, 43.660089699]], ""type"": ""MultiPoint""}"
25,GO-2004308782,1085198400000,2004,May,22,Saturday,143,D31,Shooting,029,Maple Leaf (29),029,Maple Leaf (29),-79.47938913716504,43.71473424839894,"{""coordinates"": [[-79.479389137, 43.7147342480001]], ""type"": ""MultiPoint""}"
26,GO-2004418221,1085457600000,2004,May,25,Tuesday,146,D11,Other,086,Roncesvalles (86),086,Roncesvalles (86),-79.43871612042672,43.64245539168692,"{""coordinates"": [[-79.43871612, 43.642455392]], ""type"": ""MultiPoint""}"
27,GO-2004456650,1086062400000,2004,June,1,Tuesday,153,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.37333245280527,43.66042129952505,"{""coordinates"": [[-79.373332453, 43.6604213000001]], ""type"": ""MultiPoint""}"
28,GO-2004455137,1086321600000,2004,June,4,Friday,156,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.42811662395982,43.635976479777305,"{""coordinates"": [[-79.428116624, 43.6359764800001]], ""type"": ""MultiPoint""}"
29,GO-2004456829,1087531200000,2004,June,18,Friday,170,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.36944905342786,43.65452239362609,"{""coordinates"": [[-79.369449053, 43.654522394]], ""type"": ""MultiPoint""}"
30,GO-2004510813,1087617600000,2004,June,19,Saturday,171,D31,Shooting,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53512313250128,43.711212833488304,"{""coordinates"": [[-79.535123133, 43.711212833]], ""type"": ""MultiPoint""}"
31,GO-2004564223,1088654400000,2004,July,1,Thursday,183,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.5226546089477,43.77215787754014,"{""coordinates"": [[-79.522654609, 43.772157878]], ""type"": ""MultiPoint""}"
32,GO-2004565547,1089000000000,2004,July,5,Monday,187,D41,Stabbing,121,Oakridge (121),121,Oakridge (121),-79.27578637516235,43.69953551977432,"{""coordinates"": [[-79.2757863749999, 43.69953552]], ""type"": ""MultiPoint""}"
33,GO-2004565561,1089172800000,2004,July,7,Wednesday,189,D22,Stabbing,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.48524121177978,43.630148495345445,"{""coordinates"": [[-79.4852412119999, 43.6301484950001]], ""type"": ""MultiPoint""}"
34,GO-2004564251,1089259200000,2004,July,8,Thursday,190,D31,Stabbing,028,Rustic (28),028,Rustic (28),-79.50528464267695,43.70842724643954,"{""coordinates"": [[-79.505284643, 43.708427246]], ""type"": ""MultiPoint""}"
35,GO-2004565588,1089345600000,2004,July,9,Friday,191,D32,Stabbing,151,Yonge-Doris (151),051,Willowdale East (51),-79.41243927814328,43.76747578740376,"{""coordinates"": [[-79.412439278, 43.7674757870001]], ""type"": ""MultiPoint""}"
36,GO-2004986698,1089604800000,2004,July,12,Monday,194,D42,Other,146,Malvern East (146),132,Malvern (132),-79.23604407328692,43.79187428752406,"{""coordinates"": [[-79.236044073, 43.791874288]], ""type"": ""MultiPoint""}"
37,GO-2004592201,1090382400000,2004,July,21,Wednesday,203,D33,Shooting,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.35632879076118,43.80087040833472,"{""coordinates"": [[-79.356328791, 43.800870408]], ""type"": ""MultiPoint""}"
38,GO-2004593866,1090555200000,2004,July,23,Friday,205,D11,Other,090,Junction Area (90),090,Junction Area (90),-79.46764062437151,43.66324645467611,"{""coordinates"": [[-79.467640624, 43.663246455]], ""type"": ""MultiPoint""}"
39,GO-2004594159,1090641600000,2004,July,24,Saturday,206,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.36666165400118,43.650667689771275,"{""coordinates"": [[-79.366661654, 43.65066769]], ""type"": ""MultiPoint""}"
40,GO-2004607864,1091678400000,2004,August,5,Thursday,218,D11,Other,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.45338791922754,43.66332452662033,"{""coordinates"": [[-79.453387919, 43.663324527]], ""type"": ""MultiPoint""}"
41,GO-2004616055,1092801600000,2004,August,18,Wednesday,231,D31,Stabbing,028,Rustic (28),028,Rustic (28),-79.50378934712265,43.702878854542554,"{""coordinates"": [[-79.503789347, 43.7028788550001]], ""type"": ""MultiPoint""}"
42,GO-2004605174,1092888000000,2004,August,19,Thursday,232,D13,Stabbing,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.44107938149152,43.70223925992143,"{""coordinates"": [[-79.441079381, 43.7022392600001]], ""type"": ""MultiPoint""}"
43,GO-2004635798,1093838400000,2004,August,30,Monday,243,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.37269015055186,43.652376591480255,"{""coordinates"": [[-79.372690151, 43.6523765910001]], ""type"": ""MultiPoint""}"
44,GO-2004592255,1093838400000,2004,August,30,Monday,243,D42,Shooting,134,Highland Creek (134),134,Highland Creek (134),-79.15776643686297,43.79384427382607,"{""coordinates"": [[-79.157766437, 43.793844274]], ""type"": ""MultiPoint""}"
45,GO-2004642839,1093924800000,2004,August,31,Tuesday,244,D31,Stabbing,022,Humbermede (22),022,Humbermede (22),-79.54906549257699,43.750643884213034,"{""coordinates"": [[-79.5490654929999, 43.7506438840001]], ""type"": ""MultiPoint""}"
46,GO-2004642110,1094356800000,2004,September,5,Sunday,249,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.56142913460495,43.70063386702758,"{""coordinates"": [[-79.561429135, 43.7006338670001]], ""type"": ""MultiPoint""}"
47,GO-2004650681,1095739200000,2004,September,21,Tuesday,265,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.61330758303609,43.73216989257541,"{""coordinates"": [[-79.613307583, 43.732169893]], ""type"": ""MultiPoint""}"
48,GO-2004633558,1095825600000,2004,September,22,Wednesday,266,D11,Other,027,York University Heights (27),027,York University Heights (27),-79.49235690443868,43.74532314038104,"{""coordinates"": [[-79.492356904, 43.74532314]], ""type"": ""MultiPoint""}"
49,GO-2004676448,1097208000000,2004,October,8,Friday,282,D55,Other,070,South Riverdale (70),070,South Riverdale (70),-79.33726348726137,43.66055892453254,"{""coordinates"": [[-79.337263487, 43.660558925]], ""type"": ""MultiPoint""}"
50,GO-2004683174,1097812800000,2004,October,15,Friday,289,D31,Shooting,028,Rustic (28),028,Rustic (28),-79.50053564358099,43.71127014643955,"{""coordinates"": [[-79.500535644, 43.711270146]], ""type"": ""MultiPoint""}"
51,GO-2004643900,1098331200000,2004,October,21,Thursday,295,D11,Other,088,High Park North (88),088,High Park North (88),-79.47285541974387,43.65189454478549,"{""coordinates"": [[-79.47285542, 43.651894545]], ""type"": ""MultiPoint""}"
52,GO-2004696852,1098849600000,2004,October,27,Wednesday,301,D53,Other,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.37857688325164,43.70101315597797,"{""coordinates"": [[-79.3785768829999, 43.701013156]], ""type"": ""MultiPoint""}"
53,GO-2004697185,1100235600000,2004,November,12,Friday,317,D13,Other,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.45052881726266,43.67620501875811,"{""coordinates"": [[-79.450528817, 43.6762050190001]], ""type"": ""MultiPoint""}"
54,GO-2004734705,1101877200000,2004,December,1,Wednesday,336,D14,Stabbing,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.42871182741608,43.669299617974026,"{""coordinates"": [[-79.428711827, 43.669299618]], ""type"": ""MultiPoint""}"
55,GO-2004734705,1101877200000,2004,December,1,Wednesday,336,D14,Stabbing,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.42871182741608,43.669299617974026,"{""coordinates"": [[-79.428711827, 43.669299618]], ""type"": ""MultiPoint""}"
56,GO-2004735933,1101963600000,2004,December,2,Thursday,337,D42,Other,133,Centennial Scarborough (133),133,Centennial Scarborough (133),-79.16928531869596,43.78203738528839,"{""coordinates"": [[-79.169285319, 43.7820373850001]], ""type"": ""MultiPoint""}"
57,GO-2004734029,1102050000000,2004,December,3,Friday,338,D54,Stabbing,058,Old East York (58),058,Old East York (58),-79.32876583459874,43.69593780709113,"{""coordinates"": [[-79.328765835, 43.6959378070001]], ""type"": ""MultiPoint""}"
58,GO-2004730198,1102741200000,2004,December,11,Saturday,346,D14,Stabbing,079,University (79),079,University (79),-79.40181713527005,43.657633799332324,"{""coordinates"": [[-79.401817135, 43.6576337990001]], ""type"": ""MultiPoint""}"
59,GO-2004735980,1102741200000,2004,December,11,Saturday,346,D33,Stabbing,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.3849625101428,43.75216128870356,"{""coordinates"": [[-79.38496251, 43.7521612890001]], ""type"": ""MultiPoint""}"
60,GO-2004775505,1102827600000,2004,December,12,Sunday,347,D54,Stabbing,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.30900155310754,43.708707885237146,"{""coordinates"": [[-79.309001553, 43.7087078850001]], ""type"": ""MultiPoint""}"
61,GO-2004811677,1103432400000,2004,December,19,Sunday,354,D41,Shooting,124,Kennedy Park (124),124,Kennedy Park (124),-79.25651772288356,43.73076528593403,"{""coordinates"": [[-79.2565177229999, 43.7307652860001]], ""type"": ""MultiPoint""}"
62,GO-2004736004,1103432400000,2004,December,19,Sunday,354,D51,Shooting,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37885704920541,43.66067089977467,"{""coordinates"": [[-79.378857049, 43.6606709000001]], ""type"": ""MultiPoint""}"
63,GO-2004730003,1103518800000,2004,December,20,Monday,355,D54,Shooting,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.32776813478974,43.712617172163604,"{""coordinates"": [[-79.327768135, 43.7126171720001]], ""type"": ""MultiPoint""}"
64,GO-2004860547,1104469200000,2004,December,31,Friday,366,D42,Stabbing,123,Cliffcrest (123),123,Cliffcrest (123),-79.23590375439238,43.735373984112265,"{""coordinates"": [[-79.2359037539999, 43.735373984]], ""type"": ""MultiPoint""}"
65,GO-2005879569,1105678800000,2005,January,14,Friday,14,D42,Stabbing,130,Milliken (130),130,Milliken (130),-79.26523123669332,43.827374345440084,"{""coordinates"": [[-79.265231237, 43.8273743450001]], ""type"": ""MultiPoint""}"
66,GO-2005910043,1106024400000,2005,January,18,Tuesday,18,D14,Stabbing,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.42444832753009,43.66537821263153,"{""coordinates"": [[-79.424448328, 43.6653782130001]], ""type"": ""MultiPoint""}"
67,GO-2005920738,1106283600000,2005,January,21,Friday,21,D14,Shooting,162,West Queen West (162),082,Niagara (82),-79.40770273076438,43.64290658457796,"{""coordinates"": [[-79.407702731, 43.642906585]], ""type"": ""MultiPoint""}"
68,GO-2005920738,1106283600000,2005,January,21,Friday,21,D14,Shooting,162,West Queen West (162),082,Niagara (82),-79.40770273076438,43.64290658457796,"{""coordinates"": [[-79.407702731, 43.642906585]], ""type"": ""MultiPoint""}"
69,GO-20051003568,1106542800000,2005,January,24,Monday,24,D42,Other,116,Steeles (116),116,Steeles (116),-79.33213701327227,43.80720783224883,"{""coordinates"": [[-79.332137013, 43.8072078320001]], ""type"": ""MultiPoint""}"
70,GO-2005812174,1106715600000,2005,January,26,Wednesday,26,D31,Other,024,Black Creek (24),024,Black Creek (24),-79.52139740958275,43.77323597873821,"{""coordinates"": [[-79.5213974099999, 43.773235979]], ""type"": ""MultiPoint""}"
71,GO-2005733656,1108098000000,2005,February,11,Friday,42,D12,Other,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.4557654207592,43.67032293431869,"{""coordinates"": [[-79.455765421, 43.6703229340001]], ""type"": ""MultiPoint""}"
72,GO-2005951634,1108098000000,2005,February,11,Friday,42,D33,Shooting,126,Dorset Park (126),126,Dorset Park (126),-79.28227009559461,43.76942243842896,"{""coordinates"": [[-79.2822700959999, 43.769422438]], ""type"": ""MultiPoint""}"
73,GO-2005736672,1108184400000,2005,February,12,Saturday,43,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58709009242014,43.753617382550246,"{""coordinates"": [[-79.587090092, 43.7536173830001]], ""type"": ""MultiPoint""}"
74,GO-2005918414,1108443600000,2005,February,15,Tuesday,46,D51,Shooting,074,North St.James Town (74),074,North St.James Town (74),-79.37376715504146,43.667288406453174,"{""coordinates"": [[-79.3737671549999, 43.6672884060001]], ""type"": ""MultiPoint""}"
75,GO-2005768554,1108443600000,2005,February,15,Tuesday,46,D41,Shooting,126,Dorset Park (126),126,Dorset Park (126),-79.28227009559461,43.76942243842896,"{""coordinates"": [[-79.2822700959999, 43.769422438]], ""type"": ""MultiPoint""}"
76,GO-2005929672,1108702800000,2005,February,18,Friday,49,D22,Other,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.49184402689356,43.613289721509304,"{""coordinates"": [[-79.491844027, 43.613289722]], ""type"": ""MultiPoint""}"
77,GO-2005969241,1109566800000,2005,February,28,Monday,59,D32,Shooting,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.44594381887028,43.7859561954736,"{""coordinates"": [[-79.445943819, 43.785956195]], ""type"": ""MultiPoint""}"
78,GO-2005953786,1109998800000,2005,March,5,Saturday,64,D33,Shooting,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.35628790639534,43.740990599425736,"{""coordinates"": [[-79.356287906, 43.740990599]], ""type"": ""MultiPoint""}"
79,GO-2005745939,1110517200000,2005,March,11,Friday,70,D22,Stabbing,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.49822611744342,43.62391801912946,"{""coordinates"": [[-79.498226117, 43.623918019]], ""type"": ""MultiPoint""}"
80,GO-2005758352,1111726800000,2005,March,25,Friday,84,D51,Shooting,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.37935794927299,43.661875500979264,"{""coordinates"": [[-79.3793579489999, 43.6618755010001]], ""type"": ""MultiPoint""}"
81,GO-2005884190,1113364800000,2005,April,13,Wednesday,103,D41,Shooting,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.28125166204835,43.68532983714102,"{""coordinates"": [[-79.281251662, 43.685329837]], ""type"": ""MultiPoint""}"
82,GO-20051052948,1113796800000,2005,April,18,Monday,108,D11,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.43601502132704,43.63717448400747,"{""coordinates"": [[-79.4360150209999, 43.6371744840001]], ""type"": ""MultiPoint""}"
83,GO-20051006774,1113883200000,2005,April,19,Tuesday,109,D52,Other,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.38399524124279,43.64238598148964,"{""coordinates"": [[-79.383995241, 43.6423859810001]], ""type"": ""MultiPoint""}"
84,GO-2005739652,1114315200000,2005,April,24,Sunday,114,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.55293379405703,43.75144498737536,"{""coordinates"": [[-79.552933794, 43.7514449870001]], ""type"": ""MultiPoint""}"
85,GO-2005736140,1115179200000,2005,May,4,Wednesday,124,D42,Stabbing,129,Agincourt North (129),129,Agincourt North (129),-79.28063232099531,43.80644665591922,"{""coordinates"": [[-79.280632321, 43.806446656]], ""type"": ""MultiPoint""}"
86,GO-2005737037,1115265600000,2005,May,5,Thursday,125,D31,Stabbing,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51531921362543,43.75521578341654,"{""coordinates"": [[-79.515319214, 43.755215783]], ""type"": ""MultiPoint""}"
87,GO-2005739574,1115265600000,2005,May,5,Thursday,125,D14,Shooting,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.43533392206238,43.65986071074255,"{""coordinates"": [[-79.435333922, 43.6598607110001]], ""type"": ""MultiPoint""}"
88,GO-2005756176,1115524800000,2005,May,8,Sunday,128,D54,Shooting,066,Danforth (66),066,Danforth (66),-79.3417816084041,43.67953807627558,"{""coordinates"": [[-79.341781608, 43.679538076]], ""type"": ""MultiPoint""}"
89,GO-20051001532,1116043200000,2005,May,14,Saturday,134,D51,Shooting,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38162554982559,43.66736870647241,"{""coordinates"": [[-79.38162555, 43.667368706]], ""type"": ""MultiPoint""}"
90,GO-2005863844,1116129600000,2005,May,15,Sunday,135,D41,Shooting,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.24486086495386,43.78283677855879,"{""coordinates"": [[-79.244860865, 43.782836779]], ""type"": ""MultiPoint""}"
91,GO-2005988453,1116388800000,2005,May,18,Wednesday,138,D42,Shooting,136,West Hill (136),136,West Hill (136),-79.190646501461,43.75870619600596,"{""coordinates"": [[-79.1906465009999, 43.758706196]], ""type"": ""MultiPoint""}"
92,GO-2005781084,1117166400000,2005,May,27,Friday,147,D31,Stabbing,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.50965398992491,43.73968184072089,"{""coordinates"": [[-79.5096539899999, 43.739681841]], ""type"": ""MultiPoint""}"
93,GO-2005760646,1118548800000,2005,June,12,Sunday,163,D55,Shooting,062,East End-Danforth (62),062,East End-Danforth (62),-79.29494105649931,43.689721823944126,"{""coordinates"": [[-79.294941056, 43.6897218240001]], ""type"": ""MultiPoint""}"
94,GO-20051000509,1119585600000,2005,June,24,Friday,175,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.5218381130854,43.76679598452698,"{""coordinates"": [[-79.5218381129999, 43.766795985]], ""type"": ""MultiPoint""}"
95,GO-2005834756,1119672000000,2005,June,25,Saturday,176,D32,Stabbing,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.44087455528734,43.72084485655473,"{""coordinates"": [[-79.4408745549999, 43.720844857]], ""type"": ""MultiPoint""}"
96,GO-20051086009,1120017600000,2005,June,29,Wednesday,180,D14,Shooting,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.43813932331516,43.66642441824135,"{""coordinates"": [[-79.438139323, 43.6664244180001]], ""type"": ""MultiPoint""}"
97,GO-2005884293,1120622400000,2005,July,6,Wednesday,187,D23,Shooting,022,Humbermede (22),022,Humbermede (22),-79.56861058007279,43.74624328073534,"{""coordinates"": [[-79.56861058, 43.746243281]], ""type"": ""MultiPoint""}"
98,GO-20051150352,1121400000000,2005,July,15,Friday,196,D42,Other,136,West Hill (136),136,West Hill (136),-79.19166580587272,43.76981489361299,"{""coordinates"": [[-79.1916658059999, 43.769814894]], ""type"": ""MultiPoint""}"
99,GO-2005863854,1121572800000,2005,July,17,Sunday,198,D41,Other,121,Oakridge (121),121,Oakridge (121),-79.27252697406107,43.69462422848098,"{""coordinates"": [[-79.272526974, 43.6946242280001]], ""type"": ""MultiPoint""}"
100,GO-20051059962,1121745600000,2005,July,19,Tuesday,200,D12,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48208659891681,43.68060391274556,"{""coordinates"": [[-79.482086599, 43.680603913]], ""type"": ""MultiPoint""}"
101,GO-20051070618,1121832000000,2005,July,20,Wednesday,201,D33,Other,149,Parkwoods-O'Connor Hills (149),045,Parkwoods-Donalda (45),-79.32581835224998,43.74338431911577,"{""coordinates"": [[-79.325818352, 43.743384319]], ""type"": ""MultiPoint""}"
102,GO-20051135001,1122696000000,2005,July,30,Saturday,211,D31,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.4410149550129,43.72012365670612,"{""coordinates"": [[-79.4410149549999, 43.720123657]], ""type"": ""MultiPoint""}"
103,GO-20051033503,1122696000000,2005,July,30,Saturday,211,D42,Shooting,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.31575388981902,43.79676839792209,"{""coordinates"": [[-79.3157538899999, 43.796768398]], ""type"": ""MultiPoint""}"
104,GO-20051148137,1122782400000,2005,July,31,Sunday,212,D52,Shooting,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38016214734333,43.657694896798695,"{""coordinates"": [[-79.380162147, 43.657694897]], ""type"": ""MultiPoint""}"
105,GO-20051041793,1123041600000,2005,August,3,Wednesday,215,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58261467205789,43.73396767891982,"{""coordinates"": [[-79.582614672, 43.733967679]], ""type"": ""MultiPoint""}"
106,GO-20051102449,1123214400000,2005,August,5,Friday,217,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33172587929167,43.798515592107705,"{""coordinates"": [[-79.331725879, 43.7985155920001]], ""type"": ""MultiPoint""}"
107,GO-20051068304,1123387200000,2005,August,7,Sunday,219,D51,Shooting,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.37550795311523,43.66570230480603,"{""coordinates"": [[-79.375507953, 43.665702305]], ""type"": ""MultiPoint""}"
108,GO-20051068304,1123387200000,2005,August,7,Sunday,219,D51,Shooting,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.37550795311523,43.66570230480603,"{""coordinates"": [[-79.375507953, 43.665702305]], ""type"": ""MultiPoint""}"
109,GO-2005985817,1123905600000,2005,August,13,Saturday,225,D23,Shooting,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.52058076458601,43.695817575552766,"{""coordinates"": [[-79.520580765, 43.695817576]], ""type"": ""MultiPoint""}"
