_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,geometry
756,GO-20151428790,1439956800000,2015,August,19,Wednesday,231,D12,Shooting,028,Rustic (28),028,Rustic (28),-79.50407384365296,43.71413014643955,"{""coordinates"": [[-79.5040738439999, 43.7141301460001]], ""type"": ""MultiPoint""}"
757,GO-20151536584,1441512000000,2015,September,6,Sunday,249,D12,Stabbing,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.49974999299877,43.67823171070737,"{""coordinates"": [[-79.499749993, 43.6782317110001]], ""type"": ""MultiPoint""}"
758,GO-20151577444,1442030400000,2015,September,12,Saturday,255,D43,Stabbing,136,West Hill (136),136,West Hill (136),-79.19642520677687,43.766156292977314,"{""coordinates"": [[-79.196425207, 43.7661562930001]], ""type"": ""MultiPoint""}"
759,GO-20151641806,1442894400000,2015,September,22,Tuesday,265,D43,Stabbing,135,Morningside (135),135,Morningside (135),-79.21206408149764,43.7895507953673,"{""coordinates"": [[-79.2120640809999, 43.789550795]], ""type"": ""MultiPoint""}"
760,GO-20151692243,1443672000000,2015,October,1,Thursday,274,D43,Shooting,134,Highland Creek (134),134,Highland Creek (134),-79.15458034669237,43.79357677025504,"{""coordinates"": [[-79.154580347, 43.7935767700001]], ""type"": ""MultiPoint""}"
761,GO-2018104863,1444881600000,2015,October,15,Thursday,288,D43,Other,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2222682051635,43.75104398794997,"{""coordinates"": [[-79.222268205, 43.751043988]], ""type"": ""MultiPoint""}"
762,GO-20151791234,1445054400000,2015,October,17,Saturday,290,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.59557072612607,43.68682323947545,"{""coordinates"": [[-79.595570726, 43.686823239]], ""type"": ""MultiPoint""}"
763,GO-20151869657,1446264000000,2015,October,31,Saturday,304,D51,Shooting,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3858379481384,43.667997507234325,"{""coordinates"": [[-79.385837948, 43.6679975070001]], ""type"": ""MultiPoint""}"
764,GO-20151899333,1446613200000,2015,November,4,Wednesday,308,D53,Shooting,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.35528380859033,43.716663957547865,"{""coordinates"": [[-79.355283809, 43.716663958]], ""type"": ""MultiPoint""}"
765,GO-20151783770,1447131600000,2015,November,10,Tuesday,314,D55,Other,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3118914406745,43.680374221435024,"{""coordinates"": [[-79.3118914409999, 43.6803742210001]], ""type"": ""MultiPoint""}"
766,GO-20151939320,1447131600000,2015,November,10,Tuesday,314,D41,Other,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.27297828976108,43.713796598692696,"{""coordinates"": [[-79.27297829, 43.713796599]], ""type"": ""MultiPoint""}"
767,GO-20151947851,1447390800000,2015,November,13,Friday,317,D51,Stabbing,074,North St.James Town (74),074,North St.James Town (74),-79.37376715504146,43.667288406453174,"{""coordinates"": [[-79.3737671549999, 43.6672884060001]], ""type"": ""MultiPoint""}"
768,GO-20151950148,1447390800000,2015,November,13,Friday,317,D42,Stabbing,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.3110383728077,43.77802052627283,"{""coordinates"": [[-79.311038373, 43.778020526]], ""type"": ""MultiPoint""}"
769,GO-20151975144,1447736400000,2015,November,17,Tuesday,321,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60407187205956,43.73183736033198,"{""coordinates"": [[-79.604071872, 43.73183736]], ""type"": ""MultiPoint""}"
770,GO-20152071129,1448686800000,2015,November,28,Saturday,332,D41,Other,121,Oakridge (121),121,Oakridge (121),-79.28539606707241,43.6970102181584,"{""coordinates"": [[-79.285396067, 43.6970102180001]], ""type"": ""MultiPoint""}"
771,GO-20152050482,1448859600000,2015,November,30,Monday,334,D23,Shooting,003,Thistletown-Beaumond Heights (3),003,Thistletown-Beaumond Heights (3),-79.58210637015169,43.74325917379369,"{""coordinates"": [[-79.58210637, 43.7432591740001]], ""type"": ""MultiPoint""}"
772,GO-20152125474,1449810000000,2015,December,11,Friday,345,D33,Shooting,053,Henry Farm (53),053,Henry Farm (53),-79.34120695889726,43.77611361705716,"{""coordinates"": [[-79.341206959, 43.7761136170001]], ""type"": ""MultiPoint""}"
773,GO-20152123328,1449810000000,2015,December,11,Friday,345,D52,Stabbing,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3797119440793,43.64733018643382,"{""coordinates"": [[-79.3797119439999, 43.647330186]], ""type"": ""MultiPoint""}"
774,GO-20152123843,1449810000000,2015,December,11,Friday,345,D52,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39284323733442,43.64731758642124,"{""coordinates"": [[-79.392843237, 43.647317586]], ""type"": ""MultiPoint""}"
775,GO-2018104863,1450069200000,2015,December,14,Monday,348,D52,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424,"{""coordinates"": [[-79.341340324, 43.707951979]], ""type"": ""MultiPoint""}"
776,GO-20152151120,1450155600000,2015,December,15,Tuesday,349,D51,Stabbing,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38187674698763,43.66005689916064,"{""coordinates"": [[-79.381876747, 43.660056899]], ""type"": ""MultiPoint""}"
777,GO-20152149617,1450155600000,2015,December,15,Tuesday,349,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.57203291644315,43.75596850623152,"{""coordinates"": [[-79.572032916, 43.755968506]], ""type"": ""MultiPoint""}"
778,GO-20152180756,1450587600000,2015,December,20,Sunday,354,D13,Other,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.42085152819395,43.68619300923968,"{""coordinates"": [[-79.420851528, 43.6861930090001]], ""type"": ""MultiPoint""}"
779,GO-20152229877,1451451600000,2015,December,30,Wednesday,364,D53,Other,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.39731895108581,43.7017978195342,"{""coordinates"": [[-79.397318951, 43.7017978200001]], ""type"": ""MultiPoint""}"
780,GO-201620700,1451883600000,2016,January,4,Monday,4,D54,Shooting,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.29128206056927,43.69314152070961,"{""coordinates"": [[-79.2912820609999, 43.693141521]], ""type"": ""MultiPoint""}"
781,GO-201698593,1453006800000,2016,January,17,Sunday,17,D32,Other,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.41047322712814,43.79654150962212,"{""coordinates"": [[-79.410473227, 43.7965415100001]], ""type"": ""MultiPoint""}"
782,GO-2016108786,1453179600000,2016,January,19,Tuesday,19,D22,Shooting,018,New Toronto (18),018,New Toronto (18),-79.50862107267997,43.60001282704165,"{""coordinates"": [[-79.508621073, 43.6000128270001]], ""type"": ""MultiPoint""}"
783,GO-2016119350,1453266000000,2016,January,20,Wednesday,20,D22,Shooting,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),-79.54346478792223,43.672010856630166,"{""coordinates"": [[-79.5434647879999, 43.672010857]], ""type"": ""MultiPoint""}"
784,GO-2016120610,1453266000000,2016,January,20,Wednesday,20,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33361597620318,43.79804788815728,"{""coordinates"": [[-79.333615976, 43.798047888]], ""type"": ""MultiPoint""}"
785,GO-2016139786,1453611600000,2016,January,24,Sunday,24,D43,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25361645834963,43.77164277128102,"{""coordinates"": [[-79.253616458, 43.7716427710001]], ""type"": ""MultiPoint""}"
786,GO-2016173014,1454043600000,2016,January,29,Friday,29,D13,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.46579965341392,43.70823185487301,"{""coordinates"": [[-79.465799653, 43.7082318550001]], ""type"": ""MultiPoint""}"
787,GO-2016175803,1454130000000,2016,January,30,Saturday,30,D23,Other,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5810103712612,43.736358876256595,"{""coordinates"": [[-79.5810103709999, 43.7363588760001]], ""type"": ""MultiPoint""}"
788,GO-2016181573,1454216400000,2016,January,31,Sunday,31,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39931673573047,43.65583189671953,"{""coordinates"": [[-79.3993167359999, 43.655831897]], ""type"": ""MultiPoint""}"
789,GO-2016181573,1454216400000,2016,January,31,Sunday,31,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39931673573047,43.65583189671953,"{""coordinates"": [[-79.3993167359999, 43.655831897]], ""type"": ""MultiPoint""}"
790,GO-2016204501,1454475600000,2016,February,3,Wednesday,34,D22,Stabbing,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.57215208377515,43.652394222407004,"{""coordinates"": [[-79.572152084, 43.6523942220001]], ""type"": ""MultiPoint""}"
791,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615,"{""coordinates"": [[-79.218606276, 43.8066158]], ""type"": ""MultiPoint""}"
792,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615,"{""coordinates"": [[-79.218606276, 43.8066158]], ""type"": ""MultiPoint""}"
793,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615,"{""coordinates"": [[-79.218606276, 43.8066158]], ""type"": ""MultiPoint""}"
794,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21860627579606,43.80661580003615,"{""coordinates"": [[-79.218606276, 43.8066158]], ""type"": ""MultiPoint""}"
795,GO-2016225259,1454821200000,2016,February,7,Sunday,38,D54,Other,043,Victoria Village (43),043,Victoria Village (43),-79.30497175704816,43.71600617058235,"{""coordinates"": [[-79.304971757, 43.7160061710001]], ""type"": ""MultiPoint""}"
796,GO-2016235777,1454994000000,2016,February,9,Tuesday,40,D12,Stabbing,028,Rustic (28),028,Rustic (28),-79.50378934712265,43.702878854542554,"{""coordinates"": [[-79.503789347, 43.7028788550001]], ""type"": ""MultiPoint""}"
797,GO-2016317425,1456117200000,2016,February,22,Monday,53,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.21176278724487,43.74375928918706,"{""coordinates"": [[-79.2117627869999, 43.743759289]], ""type"": ""MultiPoint""}"
798,GO-2016345475,1456549200000,2016,February,27,Saturday,58,D41,Stabbing,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.28946326908789,43.70648489966889,"{""coordinates"": [[-79.289463269, 43.7064849000001]], ""type"": ""MultiPoint""}"
799,GO-2016354140,1456635600000,2016,February,28,Sunday,59,D23,Shooting,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.51748257247831,43.692626080699,"{""coordinates"": [[-79.5174825719999, 43.6926260810001]], ""type"": ""MultiPoint""}"
800,GO-2016359352,1456722000000,2016,February,29,Monday,60,D11,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.21968628775736,43.74501748572572,"{""coordinates"": [[-79.2196862879999, 43.745017486]], ""type"": ""MultiPoint""}"
801,GO-2016265129,1457067600000,2016,March,4,Friday,64,D52,Other,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39066564002702,43.65242019152386,"{""coordinates"": [[-79.39066564, 43.6524201920001]], ""type"": ""MultiPoint""}"
802,GO-2016481311,1458446400000,2016,March,20,Sunday,80,D42,Shooting,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.30242660121337,43.79721060675426,"{""coordinates"": [[-79.302426601, 43.7972106070001]], ""type"": ""MultiPoint""}"
803,GO-2016491854,1458619200000,2016,March,22,Tuesday,82,D12,Other,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.51080434252793,43.71527384630162,"{""coordinates"": [[-79.510804343, 43.7152738460001]], ""type"": ""MultiPoint""}"
804,GO-2016500861,1458705600000,2016,March,23,Wednesday,83,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.34058958431923,43.66227352160024,"{""coordinates"": [[-79.340589584, 43.6622735220001]], ""type"": ""MultiPoint""}"
805,GO-2016556458,1459569600000,2016,April,2,Saturday,93,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36342415787794,43.655822894926565,"{""coordinates"": [[-79.363424158, 43.655822895]], ""type"": ""MultiPoint""}"
806,GO-2016602150,1460174400000,2016,April,9,Saturday,100,D31,Other,027,York University Heights (27),027,York University Heights (27),-79.49940192481044,43.7485166741116,"{""coordinates"": [[-79.499401925, 43.748516674]], ""type"": ""MultiPoint""}"
807,GO-2016630918,1460520000000,2016,April,13,Wednesday,104,D53,Shooting,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.670232809825116,"{""coordinates"": [[-79.3867607489999, 43.6702328100001]], ""type"": ""MultiPoint""}"
808,GO-2016632371,1460606400000,2016,April,14,Thursday,105,D22,Shooting,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.49653553387645,43.61178819618655,"{""coordinates"": [[-79.496535534, 43.6117881960001]], ""type"": ""MultiPoint""}"
809,GO-2016656231,1460865600000,2016,April,17,Sunday,108,D12,Other,113,Weston (113),113,Weston (113),-79.52936274260539,43.70516585125755,"{""coordinates"": [[-79.529362743, 43.7051658510001]], ""type"": ""MultiPoint""}"
810,GO-2016652097,1460865600000,2016,April,17,Sunday,108,D54,Shooting,066,Danforth (66),066,Danforth (66),-79.32475493150189,43.68311161113138,"{""coordinates"": [[-79.324754932, 43.6831116110001]], ""type"": ""MultiPoint""}"
811,GO-2016666749,1461038400000,2016,April,19,Tuesday,110,D51,Other,068,North Riverdale (68),068,North Riverdale (68),-79.35291087274994,43.66616311035961,"{""coordinates"": [[-79.352910873, 43.6661631100001]], ""type"": ""MultiPoint""}"
812,GO-2018104863,1461297600000,2016,April,22,Friday,113,D53,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424,"{""coordinates"": [[-79.341340324, 43.707951979]], ""type"": ""MultiPoint""}"
813,GO-2016734521,1461902400000,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.31291557169541,43.7584069224285,"{""coordinates"": [[-79.312915572, 43.7584069220001]], ""type"": ""MultiPoint""}"
814,GO-2016734521,1461902400000,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.31291557169541,43.7584069224285,"{""coordinates"": [[-79.312915572, 43.7584069220001]], ""type"": ""MultiPoint""}"
815,GO-2016838159,1463284800000,2016,May,15,Sunday,136,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5894134692479,43.73201827690042,"{""coordinates"": [[-79.589413469, 43.7320182770001]], ""type"": ""MultiPoint""}"
816,GO-2016838159,1463284800000,2016,May,15,Sunday,136,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5894134692479,43.73201827690042,"{""coordinates"": [[-79.589413469, 43.7320182770001]], ""type"": ""MultiPoint""}"
817,GO-2016851941,1463544000000,2016,May,18,Wednesday,139,D51,Other,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38162554982559,43.66736870647241,"{""coordinates"": [[-79.38162555, 43.667368706]], ""type"": ""MultiPoint""}"
818,GO-2016965196,1464926400000,2016,June,3,Friday,155,D31,Shooting,022,Humbermede (22),022,Humbermede (22),-79.54030969589589,43.74272287724547,"{""coordinates"": [[-79.540309696, 43.7427228770001]], ""type"": ""MultiPoint""}"
819,GO-2016989870,1465272000000,2016,June,7,Tuesday,159,D53,Shooting,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39831324474767,43.70674080495774,"{""coordinates"": [[-79.3983132449999, 43.706740805]], ""type"": ""MultiPoint""}"
820,GO-20161148938,1467345600000,2016,July,1,Friday,183,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40403323438338,43.65718989887431,"{""coordinates"": [[-79.4040332339999, 43.657189899]], ""type"": ""MultiPoint""}"
821,GO-20161148938,1467345600000,2016,July,1,Friday,183,D14,Shooting,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.40403323438338,43.65718989887431,"{""coordinates"": [[-79.4040332339999, 43.657189899]], ""type"": ""MultiPoint""}"
822,GO-20161116247,1467518400000,2016,July,3,Sunday,185,D11,Other,084,Little Portugal (84),084,Little Portugal (84),-79.43793032068864,43.64912219809184,"{""coordinates"": [[-79.437930321, 43.649122198]], ""type"": ""MultiPoint""}"
823,GO-20161229465,1468382400000,2016,July,13,Wednesday,195,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.52011838640954,43.737805443071935,"{""coordinates"": [[-79.520118386, 43.7378054430001]], ""type"": ""MultiPoint""}"
824,GO-20161263080,1468814400000,2016,July,18,Monday,200,D51,Other,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37190255043828,43.65046058956416,"{""coordinates"": [[-79.37190255, 43.6504605900001]], ""type"": ""MultiPoint""}"
825,GO-20161329227,1469678400000,2016,July,28,Thursday,210,D41,Shooting,157,Bendale South (157),127,Bendale (127),-79.25806374706988,43.752969673302594,"{""coordinates"": [[-79.2580637469999, 43.7529696730001]], ""type"": ""MultiPoint""}"
826,GO-20161335085,1469764800000,2016,July,29,Friday,211,D51,Stabbing,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3824699506228,43.66940900851268,"{""coordinates"": [[-79.382469951, 43.669409009]], ""type"": ""MultiPoint""}"
827,GO-20161403032,1470715200000,2016,August,9,Tuesday,222,D55,Other,069,Blake-Jones (69),069,Blake-Jones (69),-79.33486851304959,43.677144380898724,"{""coordinates"": [[-79.3348685129999, 43.6771443810001]], ""type"": ""MultiPoint""}"
828,GO-20161443064,1471233600000,2016,August,15,Monday,228,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.37344165169152,43.65729849640226,"{""coordinates"": [[-79.3734416519999, 43.6572984960001]], ""type"": ""MultiPoint""}"
829,GO-20161480338,1471752000000,2016,August,21,Sunday,234,D14,Shooting,162,West Queen West (162),082,Niagara (82),-79.41270092909835,43.6419045838271,"{""coordinates"": [[-79.412700929, 43.641904584]], ""type"": ""MultiPoint""}"
830,GO-20161506128,1472097600000,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.2228239739737,43.73958438566516,"{""coordinates"": [[-79.2228239739999, 43.739584386]], ""type"": ""MultiPoint""}"
831,GO-20161506128,1472097600000,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.2228239739737,43.73958438566516,"{""coordinates"": [[-79.2228239739999, 43.739584386]], ""type"": ""MultiPoint""}"
832,GO-20161506128,1472097600000,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.2228239739737,43.73958438566516,"{""coordinates"": [[-79.2228239739999, 43.739584386]], ""type"": ""MultiPoint""}"
833,GO-20161520715,1472270400000,2016,August,27,Saturday,240,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.35222546938162,43.66008250046639,"{""coordinates"": [[-79.352225469, 43.6600825]], ""type"": ""MultiPoint""}"
834,GO-20161613172,1473566400000,2016,September,11,Sunday,255,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.42532132489157,43.637353180681124,"{""coordinates"": [[-79.425321325, 43.637353181]], ""type"": ""MultiPoint""}"
835,GO-20161625137,1473739200000,2016,September,13,Tuesday,257,D31,Stabbing,027,York University Heights (27),027,York University Heights (27),-79.50055760341179,43.768520971836324,"{""coordinates"": [[-79.5005576029999, 43.768520972]], ""type"": ""MultiPoint""}"
836,GO-20161688118,1474430400000,2016,September,21,Wednesday,265,D11,Other,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.45704472115149,43.67020423684861,"{""coordinates"": [[-79.457044721, 43.6702042370001]], ""type"": ""MultiPoint""}"
837,GO-20161696689,1474603200000,2016,September,23,Friday,267,D43,Stabbing,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25361915023643,43.77437106957784,"{""coordinates"": [[-79.25361915, 43.77437107]], ""type"": ""MultiPoint""}"
838,GO-20161743137,1475208000000,2016,September,30,Friday,274,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6107021729982,43.737847341617694,"{""coordinates"": [[-79.6107021729999, 43.7378473420001]], ""type"": ""MultiPoint""}"
839,GO-20161838374,1476590400000,2016,October,16,Sunday,290,D12,Shooting,113,Weston (113),113,Weston (113),-79.51774105209435,43.70059626494025,"{""coordinates"": [[-79.517741052, 43.7005962650001]], ""type"": ""MultiPoint""}"
840,GO-20161855287,1476763200000,2016,October,18,Tuesday,292,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60010196059308,43.74705166122826,"{""coordinates"": [[-79.600101961, 43.747051661]], ""type"": ""MultiPoint""}"
841,GO-20161888229,1477281600000,2016,October,24,Monday,298,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.55636743402584,43.69952555951502,"{""coordinates"": [[-79.556367434, 43.69952556]], ""type"": ""MultiPoint""}"
842,GO-20161907779,1477540800000,2016,October,27,Thursday,301,D43,Shooting,135,Morningside (135),135,Morningside (135),-79.205648619286,43.764061994191145,"{""coordinates"": [[-79.205648619, 43.764061994]], ""type"": ""MultiPoint""}"
843,GO-20161966289,1478318400000,2016,November,5,Saturday,310,D14,Other,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.41261043001539,43.655469098776415,"{""coordinates"": [[-79.41261043, 43.6554690990001]], ""type"": ""MultiPoint""}"
844,GO-20162051533,1479445200000,2016,November,18,Friday,323,D33,Shooting,043,Victoria Village (43),043,Victoria Village (43),-79.31351755028754,43.72597194526696,"{""coordinates"": [[-79.31351755, 43.725971945]], ""type"": ""MultiPoint""}"
845,GO-20162055725,1479531600000,2016,November,19,Saturday,324,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51874191355783,43.769231885658456,"{""coordinates"": [[-79.518741914, 43.7692318860001]], ""type"": ""MultiPoint""}"
846,GO-20162106299,1480222800000,2016,November,27,Sunday,332,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.35305356986589,43.66205110350855,"{""coordinates"": [[-79.35305357, 43.6620511040001]], ""type"": ""MultiPoint""}"
847,GO-20162138470,1480741200000,2016,December,3,Saturday,338,D32,Other,033,Clanton Park (33),033,Clanton Park (33),-79.4415517207753,43.75063576953561,"{""coordinates"": [[-79.4415517209999, 43.75063577]], ""type"": ""MultiPoint""}"
848,GO-20162148586,1480827600000,2016,December,4,Sunday,339,D31,Stabbing,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5242574098528,43.7558575872321,"{""coordinates"": [[-79.52425741, 43.755857587]], ""type"": ""MultiPoint""}"
849,GO-20162172757,1481086800000,2016,December,7,Wednesday,342,D54,Shooting,058,Old East York (58),058,Old East York (58),-79.34272502502733,43.69373700735123,"{""coordinates"": [[-79.3427250249999, 43.693737007]], ""type"": ""MultiPoint""}"
850,GO-20162210973,1481691600000,2016,December,14,Wednesday,349,D43,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.21968628775736,43.74501748572572,"{""coordinates"": [[-79.2196862879999, 43.745017486]], ""type"": ""MultiPoint""}"
851,GO-20162229166,1481864400000,2016,December,16,Friday,351,D14,Stabbing,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.43167352277418,43.652737100532676,"{""coordinates"": [[-79.431673523, 43.6527371010001]], ""type"": ""MultiPoint""}"
852,GO-20162233489,1481950800000,2016,December,17,Saturday,352,D12,Shooting,113,Weston (113),113,Weston (113),-79.51774105209435,43.70059626494025,"{""coordinates"": [[-79.517741052, 43.7005962650001]], ""type"": ""MultiPoint""}"
853,GO-20162242930,1482037200000,2016,December,18,Sunday,353,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.54866704066109,43.70131885527808,"{""coordinates"": [[-79.548667041, 43.7013188550001]], ""type"": ""MultiPoint""}"
854,GO-20162276833,1482555600000,2016,December,24,Saturday,359,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.37009915354126,43.65616289526663,"{""coordinates"": [[-79.3700991539999, 43.6561628950001]], ""type"": ""MultiPoint""}"
855,GO-201743106,1483851600000,2017,January,8,Sunday,8,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.3679272545522,43.65485189395556,"{""coordinates"": [[-79.367927255, 43.654851894]], ""type"": ""MultiPoint""}"
856,GO-2017137133,1485147600000,2017,January,23,Monday,23,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.56916511631657,43.75624710656136,"{""coordinates"": [[-79.569165116, 43.756247107]], ""type"": ""MultiPoint""}"
857,GO-2017163412,1485406800000,2017,January,26,Thursday,26,D22,Other,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.51581404956458,43.612079812736084,"{""coordinates"": [[-79.51581405, 43.612079813]], ""type"": ""MultiPoint""}"
858,GO-2017186988,1485752400000,2017,January,30,Monday,30,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.37106575137635,43.651601190704824,"{""coordinates"": [[-79.3710657509999, 43.651601191]], ""type"": ""MultiPoint""}"
859,GO-2017189239,1485752400000,2017,January,30,Monday,30,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36148976261144,43.66315880226252,"{""coordinates"": [[-79.3614897629999, 43.663158802]], ""type"": ""MultiPoint""}"
860,GO-2017202856,1485925200000,2017,February,1,Wednesday,32,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51704361195162,43.75483178313826,"{""coordinates"": [[-79.517043612, 43.754831783]], ""type"": ""MultiPoint""}"
861,GO-2017222142,1486270800000,2017,February,5,Sunday,36,D54,Shooting,066,Danforth (66),066,Danforth (66),-79.34297721224516,43.682799185541185,"{""coordinates"": [[-79.3429772119999, 43.6827991860001]], ""type"": ""MultiPoint""}"
862,GO-2017233897,1486357200000,2017,February,6,Monday,37,D32,Other,037,Willowdale West (37),037,Willowdale West (37),-79.41555995709993,43.77491089559218,"{""coordinates"": [[-79.415559957, 43.7749108960001]], ""type"": ""MultiPoint""}"
863,GO-2017233559,1486357200000,2017,February,6,Monday,37,D23,Shooting,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),-79.55233202592373,43.716576330604255,"{""coordinates"": [[-79.552332026, 43.716576331]], ""type"": ""MultiPoint""}"
864,GO-2017291986,1487221200000,2017,February,16,Thursday,47,D54,Other,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.29945775804876,43.70286150041587,"{""coordinates"": [[-79.299457758, 43.7028615]], ""type"": ""MultiPoint""}"
865,GO-2017352942,1487998800000,2017,February,25,Saturday,56,D53,Shooting,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424,"{""coordinates"": [[-79.341340324, 43.707951979]], ""type"": ""MultiPoint""}"
